Days,Date,Total BTC,Market Cap,Count,Blocks last 24h,Blocks avg. per hour,Difficulty,Next Difficulty,Network Hashrate Terahashs,Network Hashrate PetaFLOPS,Price,Open,High,Low,Vol.,Change %
795,2016-03-18,15335050,6258387256,403401,133,5.54,1.65E+11,1.63E+11,1167470.48,14826875.14,408.2,418.2,418.6,402.5,66070,-2.39
796,2016-03-19,15338875,6332194378,403554,153,6.38,1.65E+11,1.64E+11,1173509.71,14903573.3,408.7,408.2,410.5,402.1,37000,0.13
797,2016-03-20,15342225,6316547455,403688,134,5.58,1.65E+11,1.65E+11,1181492.2,15004950.92,411.5,408.7,413.5,407.2,30540,0.69
798,2016-03-21,15346050,6370145355,403841,153,6.38,1.65E+11,1.64E+11,1175069.63,14923384.3,411.1,411.5,413.1,407.3,43160,-0.1
799,2016-03-22,15349700,6413872145,403987,146,6.08,1.65E+11,1.64E+11,1176376.35,14939979.6,416.2,411.1,417.9,410.8,49080,1.24
800,2016-03-23,15353400,6374731680,404135,147,6.13,1.65E+11,1.64E+11,1170960.02,14871192.21,417,416.2,419.6,414.2,40610,0.19
801,2016-03-24,15356900,6391541780,404275,140,5.83,1.65E+11,1.63E+11,1167991.67,14833494.24,414.7,417,417.7,412.9,38830,-0.54
802,2016-03-25,15360900,6386294175,404435,160,6.67,1.65E+11,1.65E+11,1183122.52,15025656.01,415.7,414.7,417.3,412.4,34590,0.23
803,2016-03-26,15364450,6518521557,404577,142,5.92,1.65E+11,1.67E+11,1193490.48,15157329.04,416.5,415.7,417.7,413.9,28060,0.19
804,2016-03-27,15368475,6493180688,404738,161,6.71,1.65E+11,1.67E+11,1197685.67,15210608.05,424.6,416.5,427.4,415.5,61720,1.94
805,2016-03-28,15372600,6396077682,404903,165,6.88,1.65E+11,1.68E+11,1205612.82,15311282.86,422.2,424.6,425.4,419.7,43450,-0.56
806,2016-03-29,15376200,6347141598,405047,144,6,1.65E+11,1.68E+11,1205620.72,15311383.12,415,422.2,424.5,406.4,69110,-1.71
807,2016-03-30,15379400,6370593483,405175,128,5.33,1.65E+11,1.67E+11,1197815.02,15212250.81,412.4,415,416.2,408.4,43280,-0.62
808,2016-03-31,15382950,6413921003,405317,141,5.88,1.67E+11,1.68E+11,1203335.15,15282356.44,415.7,412.4,417.2,411.5,41840,0.78
809,2016-04-01,15386750,6460588590,405469,152,6.33,1.67E+11,1.69E+11,1212741.94,15401822.66,415.6,415.7,416.9,412.8,38220,0
810,2016-04-02,15390100,6463842000,405603,134,5.58,1.67E+11,1.70E+11,1215003.61,15430545.85,418.5,415.6,420.1,415.1,31310,0.69
811,2016-04-03,15394375,6457940313,405774,171,7.13,1.67E+11,1.71E+11,1226060.26,15570965.27,419.1,418.5,420.2,417,22800,0.13
812,2016-04-04,15398125,6494313200,405924,150,6.25,1.67E+11,1.72E+11,1233778.27,15668984.06,419.3,419.1,420.4,416.2,33440,0.06
813,2016-04-05,15402075,6431937324,406082,158,6.58,1.67E+11,1.73E+11,1239155.24,15737271.54,422.1,419.3,423.7,418,40890,0.65
814,2016-04-06,15405550,6470331000,406221,139,5.79,1.67E+11,1.72E+11,1232156.34,15648385.47,421.3,422.1,422.8,419.5,32670,-0.19
815,2016-04-07,15409225,6451380231,406368,147,6.13,1.67E+11,1.72E+11,1232508.98,15652864.09,420.1,421.3,422,417.9,36060,-0.27
816,2016-04-08,15413300,6459559897,406531,163,6.79,1.67E+11,1.73E+11,1239091.53,15736462.47,417.7,420.1,423.5,415.5,46950,-0.58
817,2016-04-09,15417575,6526259498,406702,171,7.13,1.67E+11,1.76E+11,1259459.05,15995129.89,418,417.7,418.9,412.4,29430,0.09
818,2016-04-10,15421450,6527437142,406857,155,6.46,1.67E+11,1.75E+11,1249910.16,15873859.09,420.3,418,421.6,416.7,23300,0.53
819,2016-04-11,15425100,6597469521,407003,146,6.08,1.67E+11,1.74E+11,1246556.41,15831266.46,421.4,420.3,422.4,418.1,36390,0.28
820,2016-04-12,15429200,6549849692,407167,164,6.83,1.67E+11,1.78E+11,1270823.31,16139456.01,424.7,421.4,426.7,420.7,57710,0.79
821,2016-04-13,15433225,6565293915,407328,161,6.71,1.79E+11,1.79E+11,1283671.35,16302626.17,423.5,424.7,426.6,421.4,38090,-0.3
822,2016-04-14,15436775,6559533364,407470,142,5.92,1.79E+11,1.80E+11,1288056.88,16358322.35,424,423.5,425.4,421.8,30660,0.13
823,2016-04-15,15440250,6670033598,407609,139,5.79,1.79E+11,1.80E+11,1289991.59,16382893.13,428.7,424,429.5,423.3,54120,1.1
824,2016-04-16,15444150,6601293035,407765,156,6.5,1.79E+11,1.81E+11,1295017.58,16446723.27,430,428.7,432,426.8,29020,0.32
825,2016-04-17,15447575,6569915438,407902,137,5.71,1.79E+11,1.81E+11,1293416.03,16426383.58,426.3,430,430.6,423.8,25590,-0.88
826,2016-04-18,15451275,6758542198,408050,148,6.17,1.79E+11,1.81E+11,1293120.4,16422629.1,427.7,426.3,429.1,424.4,32580,0.34
827,2016-04-19,15455375,6746255732,408214,164,6.83,1.79E+11,1.84E+11,1314530.68,16694539.67,434.9,427.7,436.1,426.8,45680,1.69
828,2016-04-20,15459150,6978105719,408365,151,6.29,1.79E+11,1.86E+11,1329830.39,16888845.96,441.2,434.9,442.9,432.5,74360,1.43
829,2016-04-21,15462775,6914643725,408510,145,6.04,1.79E+11,1.85E+11,1322372.52,16794131.01,449.3,441.2,450.8,439.5,63130,1.85
830,2016-04-22,15466350,7035178625,408653,143,5.96,1.79E+11,1.83E+11,1309367.7,16628969.78,445.3,449.3,450.2,441.9,49710,-0.9
831,2016-04-23,15469650,7174668974,408785,132,5.5,1.79E+11,1.82E+11,1303596.52,16555675.79,450.1,445.3,451.5,443.1,42360,1.08
832,2016-04-24,15472800,7279670795,408911,126,5.25,1.79E+11,1.80E+11,1288986.21,16370124.86,457.6,450.1,461.8,447.9,74430,1.66
833,2016-04-25,15476500,6904410228,409059,149,6.21,1.79E+11,1.81E+11,1296204.38,16461795.65,461.7,457.6,466.2,451.8,81660,0.91
834,2016-04-26,15479900,6866745869,409195,136,5.67,1.79E+11,1.79E+11,1284142.8,16308613.59,466,461.7,468.9,459.2,67560,0.92
835,2016-04-27,15483300,6895366885,409331,136,5.67,1.79E+11,1.78E+11,1274735.94,16189146.39,447,466,467.9,444.6,90810,-4.08
836,2016-04-28,15487200,6897441341,409487,156,6.5,1.79E+11,1.79E+11,1279393.34,16248295.46,448.5,447,450.1,433.9,81940,0.33
837,2016-04-29,15490725,6899536384,409628,141,5.88,1.79E+11,1.79E+11,1280787.87,16266005.95,455,448.5,456.3,445.2,44850,1.45
838,2016-04-30,15494675,6900562808,409786,158,6.58,1.79E+11,1.79E+11,1281690.13,16277464.62,448.5,455,456.9,446.6,35310,-1.42
839,2016-05-01,15498475,6903005267,409938,152,6.33,1.79E+11,1.81E+11,1293876.73,16432234.52,452.2,448.5,454.2,447.5,21750,0.83
840,2016-05-02,15502350,6904236663,410093,154,6.42,1.79E+11,1.81E+11,1296766.51,16468934.68,444.2,452.2,453.9,440.2,73850,-1.78
841,2016-05-03,15506400,6673360665,410255,162,6.75,1.79E+11,1.81E+11,1297012.09,16472053.58,450.3,444.2,451.5,441.5,49750,1.37
842,2016-05-04,15510425,6907989657,410416,161,6.71,1.79E+11,1.82E+11,1305864.6,16584480.37,445.8,450.3,450.9,444.2,39440,-0.99
843,2016-05-05,15514450,6909872284,410577,161,6.71,1.79E+11,1.84E+11,1317395.28,16730920.09,448.1,445.8,449.2,444.4,41890,0.51
844,2016-05-06,15518250,7144560401,410729,152,6.33,1.79E+11,1.85E+11,1321339.5,16781011.63,459.6,448.1,461.5,445.7,68430,2.56
845,2016-05-07,15522350,7146593940,410893,164,6.83,1.79E+11,1.89E+11,1351437.66,17163258.33,458.5,459.6,460.6,454.6,30970,-0.24
846,2016-05-08,15526700,7148177488,411067,171,7.13,1.79E+11,1.92E+11,1371693.57,17420508.36,457.9,458.5,460.2,454.9,27600,-0.13
847,2016-05-09,15530500,7042305225,411219,152,6.33,1.79E+11,1.94E+11,1389062.53,17641094.17,460.4,457.9,464.2,455.4,48420,0.56
848,2016-05-10,15534000,7015698090,411359,140,5.83,1.94E+11,1.95E+11,1398106.94,17755958.12,449.4,460.4,462.1,446.8,59990,-2.41
849,2016-05-11,15536525,7144384017,411460,101,4.21,1.94E+11,1.95E+11,1392458.69,17684225.35,452.5,449.4,456.1,449.6,39970,0.7
850,2016-05-12,15536525,7110550126,411460,0,0,1.94E+11,1.95E+11,1392458.69,17684225.35,454.4,452.5,455.3,448.4,49190,0.43
851,2016-05-13,15536525,7110713260,411460,0,0,1.94E+11,1.95E+11,1392458.69,17684225.35,455.4,454.4,457.2,451.5,32390,0.22
852,2016-05-14,15536525,6846618747,411460,0,0,1.94E+11,1.95E+11,1392458.69,17684225.35,456.4,455.4,457.7,453.6,20360,0.23
853,2016-05-15,15536525,6985302430,411460,0,0,1.94E+11,1.95E+11,1392458.69,17684225.35,458.1,456.4,460.3,455,21200,0.37
854,2016-05-16,15536525,7086651843,411460,0,0,1.94E+11,1.95E+11,1392458.69,17684225.35,454.9,458.1,459.6,450.7,36600,-0.71
855,2016-05-17,15536525,7087083759,411460,0,0,1.94E+11,1.95E+11,1392458.69,17684225.35,453.3,454.9,456.3,451.7,34630,-0.36
856,2016-05-18,15536525,7086019507,411460,0,0,1.94E+11,1.95E+11,1392458.69,17684225.35,454.2,453.3,456.6,452.4,32610,0.21
857,2016-05-19,15536525,6652033093,411460,0,0,1.94E+11,1.95E+11,1392458.69,17684225.35,442.7,454.2,455.2,441.1,59390,-2.55
858,2016-05-20,15536525,6814357153,411460,0,0,1.94E+11,1.95E+11,1392458.69,17684225.35,442.1,442.7,447.8,435.4,48430,-0.12
859,2016-05-21,15536525,6847852347,411460,0,0,1.94E+11,1.95E+11,1392458.69,17684225.35,443.6,442.1,445.2,439.7,23000,0.35
860,2016-05-22,15536525,6848901062,411460,0,0,1.94E+11,1.95E+11,1392458.69,17684225.35,439.6,443.6,444.2,436.9,28740,-0.91
861,2016-05-23,15536525,6918534214,411460,0,0,1.94E+11,1.95E+11,1392458.69,17684225.35,443.7,439.6,445,438.2,35900,0.93
862,2016-05-24,15536525,6918812318,411460,0,0,1.94E+11,1.95E+11,1392458.69,17684225.35,446.1,443.7,447.9,442,33220,0.55
863,2016-05-25,15536525,6918562179,411460,0,0,1.94E+11,1.95E+11,1392458.69,17684225.35,449.8,446.1,451.2,445.4,37720,0.82
864,2016-05-26,15536525,7226351615,411460,0,0,1.94E+11,1.95E+11,1392458.69,17684225.35,453.3,449.8,454.3,447.7,37720,0.78
865,2016-05-27,15595825,7253675912,413832,134,5.58,1.99E+11,1.98E+11,1417225.71,17998766.5,474,453.3,479.2,452.7,135680,4.58
866,2016-05-28,15599575,7887868940,413982,149,6.21,1.99E+11,2.00E+11,1432435.52,18191931.16,524.2,474,531.8,467,150170,10.58
867,2016-05-29,15603100,8497763443,414123,140,5.83,1.99E+11,1.99E+11,1427454.59,18128673.27,516,524.2,548,493.2,152570,-1.56
868,2016-05-30,15606375,8500681657,414254,131,5.46,1.99E+11,1.99E+11,1423440.98,18077700.41,532.3,516,544.2,512.8,77530,3.14
869,2016-05-31,15609750,8587683670,414389,134,5.58,1.99E+11,1.98E+11,1415929.9,17982309.71,528.9,532.3,546.9,513.2,114080,-0.63
870,2016-06-01,15613425,8525509308,414536,147,6.13,1.99E+11,2.00E+11,1433814.04,18209438.34,537.4,528.9,542.3,521.3,72410,1.6
871,2016-06-02,15616875,8888188238,414674,138,5.75,1.99E+11,2.00E+11,1430002.64,18161033.52,537.1,537.4,541.5,530.5,52880,-0.06
872,2016-06-03,15619875,8990175255,414794,120,5,1.99E+11,1.98E+11,1419582.64,18028699.54,567,537.1,573.7,534.3,106250,5.57
873,2016-06-04,15624075,8814790634,414962,168,7,1.99E+11,1.98E+11,1416432.07,17988687.27,572,567,592.7,560.9,87410,0.87
874,2016-06-05,15628250,9136274950,415129,167,6.96,1.99E+11,1.95E+11,1397259.79,17745199.38,574.9,572,583.6,567.8,64520,0.52
875,2016-06-06,15631875,9103619456,415274,145,6.04,1.99E+11,1.97E+11,1408747.27,17891090.3,583.6,574.9,586.7,571.7,63680,1.51
876,2016-06-07,15633075,8951655076,415322,142,5.92,1.96E+11,1.96E+11,1403277.32,17821622.03,575.6,583.6,591.3,543.6,84690,-1.37
877,2016-06-08,15633075,8951655076,415322,142,5.92,1.96E+11,1.96E+11,1403277.32,17821622.03,580.5,575.6,582.4,567.8,49600,0.86
878,2016-06-09,15643150,9024067069,415725,143,5.96,1.96E+11,2.00E+11,1431374.65,18178458.03,574.7,580.5,580.7,569.3,48610,-1
879,2016-06-10,15647050,9026089981,415881,156,6.5,1.96E+11,2.01E+11,1441252.7,18303909.28,577.9,574.7,579.3,571.1,45500,0.56
880,2016-06-11,15650675,10333572583,416026,145,6.04,1.96E+11,2.02E+11,1444853.84,18349643.83,591.6,577.9,592.6,576.3,42220,2.37
881,2016-06-12,15654675,11005236525,416186,160,6.67,1.96E+11,2.03E+11,1451928.08,18439486.66,666.5,591.6,683.8,592.8,217380,12.67
882,2016-06-13,15658125,10522260000,416324,138,5.75,1.96E+11,2.04E+11,1463619.38,18587966.15,700.1,666.5,718.2,652.8,216730,5.03
883,2016-06-14,15661875,10877015569,416474,150,6.25,1.96E+11,2.04E+11,1463707.32,18589083.01,685.1,700.1,702.5,654.7,135650,-2.13
884,2016-06-15,15665650,12109860763,416625,151,6.29,1.96E+11,2.05E+11,1470023.05,18669292.8,690.8,685.1,695.1,670.5,78620,0.82
885,2016-06-16,15669325,11627736003,416772,147,6.13,1.96E+11,2.07E+11,1479391.29,18788269.38,761.2,690.8,769.7,687.4,229570,10.2
886,2016-06-17,15673225,11891432540,416928,156,6.5,1.96E+11,2.07E+11,1479860.44,18794227.64,743.9,761.2,771.9,704.2,215870,-2.27
887,2016-06-18,15677650,12040278424,417105,177,7.38,1.96E+11,2.07E+11,1484757.44,18856419.45,753.8,743.9,776,727.1,120530,1.33
888,2016-06-19,15681725,11447502433,417268,162,6.75,1.96E+11,2.09E+11,1498109.69,19025993.05,761,753.8,765.1,740.4,60450,0.96
889,2016-06-20,15685325,10414585240,417412,144,6,2.09E+11,2.09E+11,1498755.4,19034193.59,734,761,764.6,717.4,112290,-3.56
890,2016-06-21,15688800,9413280000,417551,136,5.67,2.09E+11,2.08E+11,1490391.98,18927978.18,667.4,734,732.2,626,248080,-9.07
891,2016-06-22,15692300,9803921348,417691,139,5.79,2.09E+11,2.09E+11,1494085.91,18974891,590.6,667.4,677.8,586.6,202320,-11.51
892,2016-06-23,15695350,10396285933,417813,122,5.08,2.09E+11,2.06E+11,1475235.2,18735487.06,620.8,590.6,629.5,539.3,261740,5.13
893,2016-06-24,15699550,10661580105,417981,166,6.92,2.09E+11,2.09E+11,1499074.67,19038248.32,656.9,620.8,687.4,616.4,196690,5.81
894,2016-06-25,15703125,9910713281,418124,142,5.92,2.09E+11,2.09E+11,1498422.46,19029965.27,663.5,656.9,688.1,640.8,100460,1.01
895,2016-06-26,15706700,10193648300,418267,142,5.92,2.09E+11,2.09E+11,1497691.14,19020677.48,625.4,663.5,665.2,609.9,88930,-5.74
896,2016-06-27,15710525,10166280728,418420,152,6.33,2.09E+11,2.12E+11,1514293.4,19231526.2,644.7,625.4,650.3,615.2,99810,3.08
897,2016-06-28,15714125,9758471625,418564,144,6,2.09E+11,2.12E+11,1515469.62,19246464.23,644.9,644.7,659.3,634.3,76660,0.04
898,2016-06-29,15717800,10549001470,418711,146,6.08,2.09E+11,2.13E+11,1522746.32,19338878.26,636.5,644.9,645.9,621.8,80220,-1.29
899,2016-06-30,15721900,10727995684,418875,164,6.83,2.09E+11,2.16E+11,1548340.7,19663926.94,670,636.5,673,631.2,88200,5.26
900,2016-07-01,15725600,10693392274,419023,147,6.13,2.09E+11,2.14E+11,1530002.23,19431028.31,674.6,670,685.1,661.1,92230,0.68
901,2016-07-02,15729375,10508795438,419174,150,6.25,2.09E+11,2.13E+11,1524296.38,19358564.08,698.1,674.6,700.5,671.5,67380,3.48
902,2016-07-03,15733150,10380716637,419325,150,6.25,2.09E+11,2.13E+11,1527180.68,19395194.59,661.6,698.1,701.5,644.6,99270,-5.22
903,2016-07-04,15736725,10229170248,419468,142,5.92,2.13E+11,2.14E+11,1530801.11,19441174.04,675.2,661.6,679,644,63910,2.04
904,2016-07-05,15740200,10649347114,419607,139,5.79,2.13E+11,2.15E+11,1538598.56,19540201.72,663.7,675.2,679.2,657.3,54640,-1.7
905,2016-07-06,15743675,10047613385,419746,139,5.79,2.13E+11,2.15E+11,1541134.25,19572404.96,672.7,663.7,678.4,662.2,47050,1.36
906,2016-07-07,15747275,10106049940,419890,143,5.96,2.13E+11,2.16E+11,1545653.97,19629805.39,635.3,672.7,676.2,605,153610,-5.57
907,2016-07-08,15750525,10045684845,420041,151,6.29,2.13E+11,2.16E+11,1545762.15,19631179.33,662.8,635.3,663.4,630.2,75890,4.33
908,2016-07-09,15752438,10012154760,420194,152,6.33,2.13E+11,2.17E+11,1550600.03,19692620.33,651.8,662.8,663.5,620.7,96010,-1.65
909,2016-07-10,15754300,10270228170,420343,149,6.21,2.13E+11,2.17E+11,1554697.76,19744661.58,647.1,651.8,652,636.8,29260,-0.72
910,2016-07-11,15756000,10672169040,420479,136,5.67,2.13E+11,2.17E+11,1551789.71,19707729.33,646.7,647.1,657.5,640,45940,-0.06
911,2016-07-12,15757663,10412978533,420612,133,5.54,2.13E+11,2.15E+11,1535664.24,19502935.79,670.6,646.7,673.2,644.6,66590,3.69
912,2016-07-13,15759425,10414458417,420753,141,5.88,2.13E+11,2.14E+11,1530204.27,19433594.23,661.2,670.6,672,656,62960,-1.4
913,2016-07-14,15761100,10290642845,420887,134,5.58,2.13E+11,2.12E+11,1517030.68,19266289.69,657.3,661.2,661.9,646.3,48200,-0.59
914,2016-07-15,15763088,10456916986,421046,159,6.63,2.13E+11,2.14E+11,1528951.8,19417687.87,664.2,657.3,667.5,656.5,35830,1.06
915,2016-07-16,15764925,10695398068,421193,146,6.08,2.13E+11,2.14E+11,1528569.59,19412833.73,660.7,664.2,665.4,655.7,20390,-0.53
916,2016-07-17,15766775,10658339900,421341,148,6.17,2.13E+11,2.14E+11,1528346.79,19410004.19,676.3,660.7,680.9,660.1,46840,2.37
917,2016-07-18,15768350,10659404600,421467,126,5.25,2.13E+11,2.12E+11,1519429.04,19296748.86,670.4,676.3,680.4,664.6,42580,-0.88
918,2016-07-19,15770263,10525230895,421620,152,6.33,2.13E+11,2.13E+11,1522808.31,19339665.56,671.1,670.4,673.2,663.6,30400,0.11
919,2016-07-20,15771963,10484727511,421756,136,5.67,2.13E+11,2.13E+11,1526849.04,19390982.77,664.4,671.1,672.3,659.5,37560,-1
920,2016-07-21,15773588,10475712666,421886,130,5.42,2.13E+11,2.11E+11,1511992.25,19202301.57,664.6,664.4,666.5,657.8,32170,0.03
921,2016-07-22,15775163,10216026785,422012,126,5.25,2.13E+11,2.09E+11,1498523.15,19031244.02,651.1,664.6,669.4,645.7,65900,-2.03
922,2016-07-23,15776763,10281716121,422140,128,5.33,2.13E+11,2.07E+11,1482565.72,18828584.6,655.2,651.1,658.2,648,29890,0.62
923,2016-07-24,15778363,10380111338,422268,127,5.29,2.13E+11,2.05E+11,1468851.42,18654412.98,659.3,655.2,664.2,651,29820,0.63
924,2016-07-25,15780000,10394443800,422399,131,5.46,2.13E+11,2.04E+11,1457687.1,18512626.14,654,659.3,662.5,651.1,34380,-0.8
925,2016-07-26,15781588,10242187161,422526,127,5.29,2.13E+11,2.01E+11,1440981.66,18300467.14,654.4,654,657.8,643.5,49390,0.06
926,2016-07-27,15783225,10372104141,422657,131,5.46,2.13E+11,2.02E+11,1449427.62,18407730.83,654.5,654.4,659.1,646,29890,0.02
927,2016-07-28,15785100,10381386717,422807,150,6.25,2.13E+11,2.05E+11,1467317.87,18634936.97,654.1,654.5,658,650.8,28110,-0.06
928,2016-07-29,15786588,10370525061,422926,119,4.96,2.13E+11,2.02E+11,1444091,18339955.73,655.4,654.1,657.4,651,27040,0.2
929,2016-07-30,15788550,10025729250,423083,157,6.54,2.13E+11,2.02E+11,1444481.31,18344912.58,654.7,655.4,657.5,652.1,19350,-0.11
930,2016-07-31,15790400,9640039200,423231,148,6.17,2.13E+11,2.01E+11,1440289.3,18291674.13,621.9,654.7,654.9,621.4,62890,-5.02
931,2016-08-01,15792388,8369965375,423390,158,6.58,2.02E+11,2.02E+11,1443836.38,18336722.04,607,621.9,627.9,603.5,66660,-2.39
932,2016-08-02,15794413,9050356307,423552,162,6.75,2.02E+11,2.03E+11,1455778.39,18488385.61,513.4,607,613.8,471.4,130910,-15.42
933,2016-08-03,15796375,9159528044,423709,154,6.42,2.02E+11,2.05E+11,1470661.23,18677397.58,566.4,513.4,573.1,514.1,85930,10.32
934,2016-08-04,15798400,9138110528,423871,160,6.67,2.02E+11,2.07E+11,1483449.32,18839806.3,576.2,566.4,584.9,559.5,44820,1.73
935,2016-08-05,15800538,9195912825,424042,169,7.04,2.02E+11,2.12E+11,1514943.76,19239785.69,574.7,576.2,580,565.8,27890,-0.27
936,2016-08-06,15802338,9328736117,424186,142,5.92,2.02E+11,2.13E+11,1525842.52,19378199.95,586.5,574.7,596.7,565.3,25380,2.05
937,2016-08-07,15804175,9235959870,424333,144,6,2.02E+11,2.14E+11,1534180.43,19484091.41,590.8,586.5,596,580.9,26200,0.75
938,2016-08-08,15805775,9252542627,424461,125,5.21,2.02E+11,2.14E+11,1529415.78,19423580.35,589.2,590.8,594.2,585.4,24880,-0.27
939,2016-08-09,15807725,9252356289,424617,155,6.46,2.02E+11,2.15E+11,1542225.71,19586266.5,585.3,589.2,591.2,581.1,25970,-0.68
940,2016-08-10,15809500,9273963367,424759,142,5.92,2.02E+11,2.14E+11,1530959.12,19443180.8,590.9,585.3,600.5,580.9,49570,0.97
941,2016-08-11,15811413,9236710954,424912,152,6.33,2.02E+11,2.16E+11,1547732.76,19656206.11,587.8,590.9,599.2,585.4,39830,-0.52
942,2016-08-12,15813463,9246922197,425076,164,6.83,2.02E+11,2.17E+11,1555321.26,19752580.01,587.1,587.8,591.1,582.2,25500,-0.12
943,2016-08-13,15815500,9002498910,425239,163,6.79,2.02E+11,2.17E+11,1553233.16,19726061.09,584.6,587.1,590.1,582.8,19300,-0.43
944,2016-08-14,15817300,8936727048,425383,144,6,2.17E+11,2.15E+11,1540790.98,19568045.48,569.1,584.6,585.8,559.9,33070,-2.66
945,2016-08-15,15819000,9206025240,425519,136,5.67,2.17E+11,2.14E+11,1534373.83,19486547.67,567,569.1,575,559.3,33770,-0.37
946,2016-08-16,15820550,9011416921,425643,124,5.17,2.17E+11,2.13E+11,1521573.71,19323986.07,580.2,567,583.4,563.4,37690,2.34
947,2016-08-17,15822463,9081302352,425796,151,6.29,2.17E+11,2.12E+11,1520487.47,19310190.84,572.3,580.2,581.1,568.7,32760,-1.35
948,2016-08-18,15824275,9048320445,425941,144,6,2.17E+11,2.11E+11,1508857.97,19162496.16,573.4,572.3,579.5,570.8,30390,0.18
949,2016-08-19,15826313,9193979721,426104,163,6.79,2.17E+11,2.13E+11,1524573.29,19362080.73,574.6,573.4,577.9,566.3,25530,0.2
950,2016-08-20,15828288,9152390681,426262,156,6.5,2.17E+11,2.17E+11,1551289.75,19701379.81,582.6,574.6,583.5,572.3,23120,1.4
951,2016-08-21,15830300,9309466994,426423,161,6.71,2.17E+11,2.18E+11,1561614.11,19832499.24,580.7,582.6,585.3,577.8,14160,-0.33
952,2016-08-22,15832163,9216218435,426572,147,6.13,2.17E+11,2.20E+11,1573769.94,19986878.23,587.5,580.7,591.9,577.1,33560,1.17
953,2016-08-23,15834125,9160294659,426729,156,6.5,2.17E+11,2.24E+11,1600397.62,20325049.79,583.6,587.5,589.9,578.6,32080,-0.67
